Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Approved Gene Symbol	Entrez Gene ID	Phenotypes
chr1	156031247	156053798	1q21	1q22	605440	"UBQLN4, A1U, C1orf6"	UBQLN4	56893	
chr1	156054782	156058506	1q22	1q22	610389	"LAMTOR2, MAPBPIP, p14,"	LAMTOR2	28956	"Immunodeficiency due to defect in MAPBP-interacting protein, 610798 (3), Autosomal recessive"
chr1	156061160	156070504	1q22	1q22	612942	"RAB25, RAB11C"	RAB25	57111	
chr1	156072013	156082465	1q22	1q22	611007	MEX3A	MEX3A	92312	
chr1	156082573	156140081	1q21.2	1q22	150330	"LMNA, LMN1, EMD2, FPLD2, CMD1A, HGPS"	LMNA	4000	"Mandibuloacral dysplasia, 248370 (3), Autosomal recessive; Heart-hand syndrome, Slovenian type, 610140 (3), Autosomal dominant; Cardiomyopathy, dilated, 1A, 115200 (3), Autosomal dominant; Emery-Dreifuss muscular dystrophy 3, autosomal recessive, 616516 (3), Autosomal recessive; Restrictive dermopathy 2, 619793 (3); Charcot-Marie-Tooth disease, type 2B1, 605588 (3), Autosomal recessive; Emery-Dreifuss muscular dystrophy 2, autosomal dominant, 181350 (3), Autosomal dominant; Hutchinson-Gilford progeria, 176670 (3), Autosomal dominant; Lipodystrophy, familial partial, type 2, 151660 (3), Autosomal dominant; Muscular dystrophy, congenital, 613205 (3), Autosomal dominant; Malouf syndrome, 212112 (3), Autosomal dominant"
chr1	156147373	156177744	1q22	1q22	607292	"SEMA4A, SEMB, RP35, CORD10"	SEMA4A	64218	"Retinitis pigmentosa 35, 610282 (3), Autosomal dominant, Autosomal recessive; Cone-rod dystrophy 10, 610283 (3), Autosomal recessive"
chr1	156194104	156212796	1q22	1q22	610824	SLC25A44	SLC25A44	9673	
chr1	156213007	156240042	1q12	1q22	609176	PMF1	PMF1	11243	
chr1	156242184	156243317	1q25-q31	1q22	112260	BGLAP	BGLAP	632	
chr1	156243320	156248056	1q22	1q22	614579	PAQR6	PAQR6	79957	
chr1	156249224	156291516	1q21.2	1q22	610962	"SMG5, EST1B, KIAA1089"	SMG5	23381	
chr1	156282932	156292443	1q23.1	1q22	615531	"TMEM79, MATT"	TMEM79	84283	
chr1	156292688	156295679	1q23.1	1q22	619958	"GLMP, C1orf85"	GLMP	112770	
chr1	156298624	156299307	1q21.2	1q22	619650	"VHLL, VLP"	VHLL	391104	
chr1	156308968	156338292	1q23	1q22	600114	"CCT3, TRIC5"	CCT3	7203	
chr1	156337314	156346995	1q22	1q22	619679	"TSACC, SIP"	TSACC	128229	
chr1	156366046	156385219	1q21.3	1q22	607079	RHBG	RHBG	57127	
chr1	156404252	156429548	1q22	1q22	618747	"C1orf61, CROC4"	MIR9-1HG	10485	
chr1	156420341	156420429	1q22	1q22	611186	"MIR9-1, MIRN9-1"	MIR9-1	407046	
chr1	156463727	156500775	1q12-q23	1q22	600663	MEF2D	MEF2D	4209	
chr1	156591776	156594299	1q21	1q22	608862	"NAXE, APOA1BP, AIBP, PEBEL"	NAXE	128240	"Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 617186 (3), Autosomal recessive"
chr1	156600001	165500000	1q23		605913	BDET		85504	"Bleeding disorder, east Texas type, 605913 (2)"
chr1	156600001	165500000	1q23		157560	"D1S61, D1S111, MS336"		7824	
chr1	156601504	156625725	1q23	1q23.1	619726	"HAPLN2, BRAL1"	HAPLN2	60484	
chr1	156642117	156659528	1q23.1	1q23.1	600347	BCAN	BCAN	63827	
chr1	156668763	156677407	1q23.1	1q23.1	600915	NES	NES	10763	
chr1	156699606	156705784	1q21.3	1q23.1	180231	"CRABP2, RBP6"	CRABP2	1382	
chr1	156721891	156728766	1q23.1	1q23.1	611930	ISG20L2	ISG20L2	81875	
chr1	156737303	156742716	1q21-q22	1q23.1	611836	MRPL24	MRPL24	79590	
chr1	156742107	156767366	1q21	1q23.1	600339	HDGF	HDGF	3068	
chr1	156767535	156800815	1q21	1q23.1	179755	"PRCC, RCCP1"	PRCC	5546	"Renal cell carcinoma, papillary, 605074 (3)"
chr1	156806243	156816848	1q21	1q23.1	604514	"SH2D2A, TSAD"	SH2D2A	9047	
chr1	156815750	156881850	1q21-q22	1q23.1	191315	"NTRK1, TRKA"	NTRK1	4914	"Insensitivity to pain, congenital, with anhidrosis, 256800 (3), Autosomal recessive"
chr1	156840063	156859117	1q21-q23	1q23.1	147671	"INSRR, IRR"	INSRR	3645	
chr1	156893718	156916429	1q23.1	1q23.1	610278	PEAR1	PEAR1	375033	
chr1	156934840	157046903	1q23.1	1q23.1	605708	"ARHGEF11, GTRAP48, KIAA0380"	ARHGEF11	9826	
chr1	157121191	157138395	1q21-q23	1q23.1	164873	"ETV3, PE1"	ETV3	2117	
chr1	157513377	157552515	1q21	1q23.1	605877	IRTA2	FCRL5	83416	
chr1	157573747	157598085	1q21	1q23.1	605876	IRTA1	FCRL4	83417	
chr1	157676481	157700956	1q21.2-q22	1q23.1	606510	FCRH3	FCRL3	115352	
chr1	157745733	157777132	1q21.2-q22	1q23.1	606509	"SPAP1, SPAP1A, SPAP1B, SPAP1C"	FCRL2	79368	
chr1	157794403	157820120	1q21.2-q22	1q23.1	606508	"FCRL1, FCRH1"	FCRL1	115350	
chr1	157827068	157841808	1q21-q23	1q23.1	602592	CD5L	CD5L	922	
chr1	157993645	158100262	1q23.1	1q23.1	607428	"KIRREL1, NEPH1, NPHS23"	KIRREL1	55243	"Nephrotic syndrome, type 23, 619201 (3), Autosomal recessive"
chr1	158178030	158186427	1q21-q23	1q23.1	188410	CD1D	CD1D	912	
chr1	158248336	158258269	1q21-q23	1q23.1	188370	CD1A	CD1A	909	
chr1	158285405	158331531	1q21-q23	1q23.1	188360	CD1B	CD1B	910	
chr1	158289923	158294774	1q21-q23	1q23.1	188340	CD1C	CD1C	911	
chr1	158353894	158357553	1q21-q23	1q23.1	188411	CD1E	CD1E	913	
chr1	158610704	158686715	1q21	1q23.1	182860	"SPTA1, EL2, SPH3, HS3, HPP"	SPTA1	6708	"Spherocytosis, type 3, 270970 (3), Autosomal recessive; Elliptocytosis-2, 130600 (3), Autosomal dominant; Pyropoikilocytosis, 266140 (3), Autosomal recessive"
chr1	158831351	158849502	1q22	1q23.1	159553	MNDA	MNDA	4332	
chr1	158931552	158990870	1q21-q23	1q23.1	612677	"PYHIN1, IFIX"	PYHIN1	149628	
chr1	158999976	159055151	1q22	1q23.1	147586	IFI16	IFI16	3428	
chr1	159055051	159147132	1q22	1q23.1-q23.2	604578	AIM2	AIM2	9447	
chr1	159171615	159203313	1q21.2-q22	1q23.2	609743	"CADM3, IGSF4B, TSLL1, NECL1, SYNCAM3, CMT2FF"	CADM3	57863	"Charcot-Marie-Tooth disease, axonal, type 2FF, 619519 (3), Autosomal dominant"
chr1	159204875	159206500	1q23.2	1q23.2	613665	"ACKR1, DARC, FY, GPD, WBCQ1"	ACKR1	2532	"[Blood group, Duffy system], 110700 (3), Autosomal dominant, Autosomal recessive; [White blood cell count QTL], 611862 (3), Autosomal recessive; {Malaria, vivax, protection against}, 611162 (3)"
chr1	159283575	159308202	1q23	1q23.2	147140	FCER1A	FCER1A	2205	
chr1	159535078	159536007	1q23.2	1q23.2	619546	"OR10J5, OLFR16, MOR23"	OR10J5	127385	
chr1	159587826	159588865	1q21-q23	1q23.2	104770	"APCS, SAP"	APCS	325	"{?Amyloidosis, secondary, susceptibility to} (1)"
chr1	159712289	159714589	1q21-q23	1q23.2	123260	CRP	CRP	1401	
chr1	159780962	159782543	1q23	1q23.2	618361	"DUSP23, DUSP25, LDP3, VHZ"	DUSP23	54935	
chr1	159800512	159816257	1q23.2	1q23.2	613562	FCRL6	FCRL6	343413	
chr1	159826873	159837492	1q21	1q23.2	606620	"SLAMF8, BLAME"	SLAMF8	56833	
chr1	159872364	159900165	1q23.2	1q23.2	605152	"CFAP45, CCDC19, NESG1, HTX11"	CFAP45	25790	"Heterotaxy, visceral, 11, autosomal, with male infertility, 619608 (3), Autosomal recessive"
chr1	159918111	159925507	1q21-q25	1q23.2	604634	TAGLN2	TAGLN2	8407	
chr1	159927041	159945613	1q22-q23	1q23.2	609738	"IGSF9, KIAA1355"	IGSF9	57549	
chr1	159951492	159983984	1q23.2	1q23.2	608589	"SLAMF9, CD2F10"	SLAMF9	89886	
chr1	160024953	160031990	1q23.2	1q23.2	610273	PIGM	PIGM	93183	"Glycosylphosphatidylinositol deficiency, 610293 (3), Autosomal recessive"
chr1	160037467	160070160	1q23.2	1q23.2	602208	"KCNJ10, SESAME"	KCNJ10	3766	"Enlarged vestibular aqueduct, digenic, 600791 (3), Autosomal recessive; SESAME syndrome, 612780 (3), Autosomal recessive"
chr1	160081538	160090563	1q23.2	1q23.2	600932	"KCNJ9, GIRK3"	KCNJ9	3765	
chr1	160091339	160099468	1q23.1	1q23.2	606644	"IGSF8, PGRL, CD81P3"	IGSF8	93185	
chr1	160115759	160143591	1q21-q23	1q23.2	182340	"ATP1A2, FHM2, MHP2, FARIMPD, DEE98"	ATP1A2	477	"Developmental and epileptic encephalopathy 98, 619605 (3), Autosomal dominant; Fetal akinesia, respiratory insufficiency, microcephaly, polymicrogyria, and dysmorphic facies, 619602 (3), Autosomal recessive; Alternating hemiplegia of childhood 1, 104290 (3), Autosomal dominant; Migraine, familial basilar, 602481 (3), Autosomal dominant; Migraine, familial hemiplegic, 2, 602481 (3), Autosomal dominant"
chr1	160151603	160186980	1q21-q32	1q23.2	607321	"ATP1A4, ATP1AL2"	ATP1A4	480	
chr1	160190575	160201886	1q21	1q23.2	114250	"CASQ1, VMCQA"	CASQ1	844	"Myopathy, vacuolar, with CASQ1 aggregates, 616231 (3), Autosomal dominant"
chr1	160205384	160215372	1q21.1	1q23.2	603434	"PEA15, HMAT1, PED"	PEA15	8682	
chr1	160215720	160262549	1q23.2	1q23.2	615820	"DCAF8, WDR42A, GAN2"	DCAF8	50717	"?Giant axonal neuropathy 2, autosomal dominant, 610100 (3), Autosomal dominant"
chr1	160276807	160285151	1q22	1q23.2	600279	"PEX19, PXF, HK33, D1S2223E, PBD12A"	PEX19	5824	"Peroxisome biogenesis disorder 12A (Zellweger), 614886 (3), Autosomal recessive"
chr1	160288594	160343250	1q23-q25	1q23.2	601924	"COPA, AILJK"	COPA	1314	"{Autoimmune interstitial lung, joint, and kidney disease}, 616414 (3), Autosomal dominant"
chr1	160343383	160358949	1q22-q23	1q23.2	605254	NCSTN	NCSTN	23385	"Acne inversa, familial, 1, 142690 (3), Autosomal dominant"
chr1	160367071	160372846	1q22	1q23.2	162360	"NHLH1, HEN1"	NHLH1	4807	
chr1	160400564	160428670	1q21-q23	1q23.2	600533	"VANGL2, LTAP"	VANGL2	57216	"Neural tube defects, 182940 (3), Autosomal dominant"
chr1	160485036	160523255	1q23.1	1q23.2-q23.3	606446	"SLAMF6, NTBA"	SLAMF6	114836	
chr1	160500001	165500000	1q23.3		610141	QTV		100379215	"[QT interval, variation in], 610141 (2)"
chr1	160541098	160579496	1q23.3	1q23.3	604513	"CD84, SLAMF5"	CD84	8832	
chr1	160608106	160647044	1q22-q23	1q23.3	603492	"SLAMF1, SLAM, CDW150, CD150"	SLAMF1	6504	
chr1	160678746	160711822	1q21.3-q22	1q23.3	109530	"CD48, BCM1, BLAST1"	CD48	962	
chr1	160739057	160754821	1q23-q24	1q23.3	606625	"SLAMF7, CRACC, CS1"	SLAMF7	57823	
chr1	160796174	160828255	1q21.3-q22	1q23.3	600684	LY9	LY9	4063	
chr1	160830160	160862887	1q22	1q23.3	605554	"CD244, NAIL, NKR2B4, SLAMF4"	CD244	51744	"{Rheumatoid arthritis, susceptibility to}, 180300 (3)"
chr1	160876540	160885180	1q21.3-q22	1q23.3	609873	"ITLN1, INTL, LFR, HL1"	ITLN1	55600	
chr1	160945025	160954809	1q21.3-q22	1q23.3	609874	"ITLN2, HL2"	ITLN2	142683	
chr1	160995211	161021152	1q21.2-q21.3	1q23.3	605721	"F11R, JAM1"	F11R	50848	
chr1	161037631	161038964	1q23.3	1q23.3	616041	"TSTD1, KAT"	TSTD1	100131187	
chr1	161039251	161045977	1q22-q23	1q23.3	191523	"USF1, HYPLIP1"	USF1	7391	"{Hyperlipidemia, familial combined, susceptibility to}, 602491 (3)"
chr1	161046946	161069891	1q23.3	1q23.3	614264	ARHGAP30	ARHGAP30	257106	
chr1	161070998	161089558	1q23.3	1q23.3	609607	"NECTIN 4, PVRL4, PRR4, EDSS1"	NECTIN4	81607	"Ectodermal dysplasia-syndactyly syndrome 1, 613573 (3), Autosomal recessive"
chr1	161098361	161100346	1q23.3	1q23.3	617375	"KLHDC9, KARCA1"	KLHDC9	126823	
chr1	161100561	161118037	1q23.3	1q23.3	613466	PFDN2	PFDN2	5202	
chr1	161118105	161125445	1q21-q22	1q23.3	604618	NIT1	NIT1	4817	
chr1	161120974	161132667	1q23.3	1q23.3	606841	"DEDD, DEFT"	DEDD	9191	
chr1	161153978	161158856	1q23.3	1q23.3	610554	"UFC1, NEDSG"	UFC1	51506	"Neurodevelopmental disorder with spasticity and poor growth, 618076 (3), Autosomal recessive"
chr1	161159500	161165723	1q22	1q23.3	604729	"USP21, USP23"	USP21	27005	
chr1	161165728	161178013	1q22	1q23.3	600923	PPOX	PPOX	5498	"Porphyria variegata, 176200 (3), Autosomal dominant"
chr1	161171310	161177968	1q23	1q23.3	604014	B4GALT3	B4GALT3	8703	
chr1	161184302	161199054	1q21-q23	1q23.3	603876	ADAMTS4	ADAMTS4	9507	
chr1	161197417	161214395	1q23	1q23.3	602985	"NDUFS2, MC1DN6"	NDUFS2	4720	"Mitochondrial complex I deficiency, nuclear type 6, 618228 (3), Autosomal recessive"
chr1	161215295	161219245	1q23	1q23.3	147139	FCER1G	FCER1G	2207	
chr1	161222292	161223628	1q21-q23	1q23.3	107670	APOA2	APOA2	336	"Apolipoprotein A-II deficiency (3); {Hypercholesterolemia, familial, modifier of}, 143890 (3), Autosomal dominant, Autosomal recessive"
chr1	161229669	161238203	1q23.1	1q23.3	603881	"NR1I3, CAR, MB67"	NR1I3	9970	
chr1	161303600	161309968	1q22	1q23.3	159440	"MPZ, CMT1B, CMTDID, DSS, CHN2"	MPZ	4359	"Charcot-Marie-Tooth disease, type 2I, 607677 (3), Autosomal dominant; Dejerine-Sottas disease, 145900 (3), Autosomal dominant, Autosomal recessive; Charcot-Marie-Tooth disease, type 1B, 118200 (3), Autosomal dominant; Roussy-Levy syndrome, 180800 (3), Autosomal dominant; Charcot-Marie-Tooth disease, dominant intermediate D, 607791 (3), Autosomal dominant; Hypomyelinating neuropathy, congenital, 2, 618184 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 2J, 607736 (3), Autosomal dominant"
chr1	161314381	161375340	1q21	1q23.3	602413	"SDHC, PGL3"	SDHC	6391	"Paragangliomas 3, 605373 (3), Autosomal dominant; Paraganglioma and gastric stromal sarcoma, 606864 (3); Gastrointestinal stromal tumor, 606764 (3), Isolated cases, Autosomal dominant"
chr1	161364733	161367876	1q23.3	1q23.3	616119	"CFAP126, FLTP"	CFAP126	257177	
chr1	161505457	161524048	1q21-q23	1q23.3	146790	"FCGR2A, IGFR2, CD32"	FCGR2A	2212	"{Malaria, severe, susceptibility to}, 611162 (3); {Pseudomonas aeruginosa, susceptibility to chronic infection by, in cystic fibrosis}, 219700 (3), Autosomal recessive; {Lupus nephritis, susceptibility to}, 152700 (3), Autosomal dominant"
chr1	161524540	161526894	1q	1q23.3	140555	HSPA6	HSPA6	3310	
chr1	161541759	161550737	1q23	1q23.3	146740	"FCGR3A, CD16, IGFR3, IMD20"	FCGR3A	2214	"Immunodeficiency 20, 615707 (3), Autosomal recessive"
chr1	161581339	161601220	1q23	1q23.3	612169	"FCGR2C, CD32C"	FCGR2C	9103	
chr1	161606172	161608550	1q23.3	1q23.3	140556	HSPA7	HSPA7	3311	
chr1	161623196	161631963	1q23	1q23.3	610665	FCGR3B	FCGR3B	2215	
chr1	161647243	161678654	1q22	1q23.3	604590	"FCGR2B, CD32"	FCGR2B	2213	"{Systemic lupus erythematosus, susceptibility to}, 152700 (3), Autosomal dominant; {Malaria, resistance to}, 611162 (3)"
chr1	161707229	161714352	1q23	1q23.3	606891	FREB	FCRLA	84824	
chr1	161721544	161728143	1q23.3	1q23.3	609251	"FCRLB, FCRL2, FREB2, FCRY"	FCRLB	127943	
chr1	161749786	161757238	1q21-q22	1q23.3	604835	"DUSP1, YVH1"	DUSP12	11266	
chr1	161766320	161964070	1q22-q23	1q23.3	605537	"ATF6, ACHM7"	ATF6	22926	"Achromatopsia 7, 616517 (3), Autosomal recessive"
chr1	162069691	162370475	1q23.3	1q23.3	605551	"NOS1AP, CAPON, KIAA0464, NPHS22"	NOS1AP	9722	"Nephrotic syndrome, type 22, 619155 (3), Autosomal recessive"
chr1	162373203	162376854	1q23.3	1q23.3	617257	SPATA46	SPATA46	284680	
chr1	162395268	162412136	1q22	1q23.3	608510	"SH2D1B, EAT2"	SH2D1B	117157	
chr1	162497174	162529631	1q23.1	1q23.3	608849	KIS	UHMK1	127933	
chr1	162561531	162601240	1q23.3	1q23.3	602862	"UAP1, SPAG2"	UAP1	6675	
chr1	162630863	162787405	1q12-qter	1q23.3	191311	"DDR2, NTRKR3, TKT, WRCN"	DDR2	4921	"Warburg-Cinotti syndrome, 618175 (3), Autosomal dominant; Spondylometaepiphyseal dysplasia, short limb-hand type, 271665 (3), Autosomal recessive"
chr1	162790702	162812823	1q23.3	1q23.3	606756	HSD17B7	HSD17B7	51478	
chr1	163068871	163076802	1q23.3	1q23.3	602516	RGS4	RGS4	5999	
chr1	163142299	163321735	1q23	1q23.3	603276	RGS5	RGS5	8490	"[Blood pressure regulation QTL], 145500 (2), Multifactorial"
chr1	163321954	163355759	1q23	1q23.3	611772	"NUF2, NUF2R, CDCA1"	NUF2	83540	
chr1	164559184	164886047	1q23	1q23.3	176310	"PBX1, CAKUHED"	PBX1	5087	"Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay, 617641 (3), Autosomal dominant"
chr1	165201867	165356715	1q22-q23	1q23.3	600298	"LMX1A, LMX1, DFNA7"	LMX1A	4009	"Deafness, autosomal dominant 7, 601412 (3), Autosomal dominant"
chr1	165400922	165445126	1q22-q23	1q23.3	180247	RXRG	RXRG	6258	
chr1	165500001	173000000	1q24		605429	DFNM1			"{Deafness, nonsyndromic, modifier 1}, 605429 (2), Autosomal dominant"
chr1	165544000	165563957	1q24.1	1q24.1	615218	LRRC52	LRRC52	440699	
chr1	165631234	165656136	1q23	1q24.1	604564	MGST3	MGST3	4259	
chr1	165662216	165698562	1q22-q23	1q24.1	602733	"ALDH9A1, ALDH9, E3"	ALDH9A1	223	
chr1	165724291	165768922	1q24.1	1q24.1	614123	"TMCO1, CFSMR1"	TMCO1	54499	"Craniofacial dysmorphism, skeletal anomalies, and impaired intellectual development 1, 213980 (3), Autosomal recessive"
chr1	165827614	165911618	1q22-q23.2	1q24.1	609329	"UCK2, TSA903"	UCK2	7371	
chr1	166856510	166876264	1q24-q25	1q24.1	612763	"TADA1L, STAF42"	TADA1	117143	
chr1	166908187	166975540	1q24.1	1q24.1	618081	ILDR2	ILDR2	387597	
chr1	166975582	167022214	1q24.1	1q24.1	611368	MAEL	MAEL	84944	
chr1	167052836	167090377	1q24.1	1q24.1	602171	GPA33	GPA33	10223	
chr1	167220885	167427345	1q22-q23	1q24.2	164175	"OTF1, OCT1"	POU2F1	5451	
chr1	167430640	167518529	1q22-q23	1q24.2	186780	"CD247, CD3Z, TCRZ, IMD25"	CD247	919	"?Immunodeficiency 25, 610163 (3), Autosomal recessive"
chr1	167541013	167553762	1q24.2	1q24.2	618055	CREG1	CREG1	8804	
chr1	167630232	167708696	1q24	1q24.2	610579	"RCSD1, CAPZIP"	RCSD1	92241	
chr1	167721982	167791919	1q24	1q24.2	604376	"MPZL1, PZR"	MPZL1	9019	
chr1	167809386	167914134	1q24	1q24.2	605205	"ADCY10, SAC, HCA2"	ADCY10	55811	"{Hypercalciuria, absorptive, susceptibility to}, 143870 (3), Autosomal dominant"
chr1	167863576	168075836	1q24.2	1q24.2	610494	"DCAF6, IQWD1, NRIP"	DCAF6	55827	
chr1	167916675	167937072	1q24.2	1q24.2	614737	"MPC2, BRP44"	MPC2	25874	
chr1	168079542	168137667	1q24.2	1q24.2	612250	GPR161	GPR161	23432	
chr1	168178962	168202109	1q23.2	1q24.2	611807	"TIPRL, TIP41, TIP"	TIPRL	261726	
chr1	168280877	168314426	1q23-q24	1q24.2	604614	TBX19	TBX19	9095	"Adrenocorticotropic hormone deficiency, 201400 (3), Autosomal recessive"
chr1	168540768	168543997	1q23	1q24.2	604828	"XCL2, SCYC2, SCM1B"	XCL2	6846	
chr1	168576605	168582069	1q23	1q24.2	600250	"XCL1, SCYC1, SCM1, LTN, LPTN"	XCL1	6375	
chr1	168695468	168729206	1q12-q23	1q24.2	125597	DPT	DPT	1805	
chr1	169106690	169132719	1q22-q25	1q24.2	182330	ATP1B1	ATP1B1	481	"[Blood pressure regulation QTL], 145500 (2), Multifactorial"
chr1	169132531	169367797	1q24	1q24.2	613465	"NME7, MN23H7"	NME7	29922	
chr1	169368195	169396575	1q24.2	1q24.2	608692	"BLZF1, JEM1"	BLZF1	8548	
chr1	169463909	169485970	1q23.3	1q24.2	603941	"SLC19A2, THTR1, TRMA, THMD1"	SLC19A2	10560	"Thiamine-responsive megaloblastic anemia syndrome, 249270 (3), Autosomal recessive"
chr1	169511951	169586481	1q23	1q24.2	612309	"F5, THPH2, RPRGL1"	F5	2153	"Thrombophilia 2 due to activated protein C resistance, 188055 (3), Autosomal dominant; {Pregnancy loss, recurrent, susceptibility to, 1}, 614389 (3), Autosomal dominant; {Thrombophilia, susceptibility to, due to factor V Leiden}, 188055 (3), Autosomal dominant; {Budd-Chiari syndrome}, 600880 (3), Autosomal recessive; {Stroke, ischemic, susceptibility to}, 601367 (3), Multifactorial; Factor V deficiency, 227400 (3), Autosomal recessive"
chr1	169588849	169630124	1q23-q25	1q24.2	173610	"SELP, GRMP"	SELP	6403	
chr1	169690667	169711620	1q23-q25	1q24.2	153240	"SELL, LYAM1, LAM1, LNHR"	SELL	6402	
chr1	169722640	169734079	1q23-q25	1q24.2	131210	"SELE, ELAM1"	SELE	6401	
chr1	169792529	169794907	1q24.2	1q24.2	615255	"METTL18, C1orf156"	METTL18	92342	
chr1	169849631	169894268	1q24.2	1q24.2	608192	"SCYL3, PACE1"	SCYL3	57147	
chr1	169921329	170085184	1q24.2	1q24.2	601836	"KIFAP3, SMAP"	KIFAP3	22920	
chr1	170532166	170553834	1q24.2	1q24.2	607983	"GORAB, SCYL1BP1, NTKLBP1, GO"	GORAB	92344	"Geroderma osteodysplasticum, 231070 (3), Autosomal recessive"
chr1	170662768	170739421	1q24	1q24.2	167420	"PRRX1, PMX1, PHOX1, AGOTC"	PRRX1	5396	"Agnathia-otocephaly complex, 202650 (3), Autosomal dominant, Autosomal recessive"
chr1	171090905	171117819	1q23-q25	1q24.3	136132	"FMO3, TMAU"	FMO3	2328	"Trimethylaminuria, 602079 (3), Autosomal recessive"
chr1	171185208	171212686	1q23-q25	1q24.3	603955	FMO2	FMO2	2327	
chr1	171248494	171285978	1q23-q25	1q24.3	136130	FMO1	FMO1	2326	
chr1	171314183	171342084	1q23-q25	1q24.3	136131	FMO4	FMO4	2329	
chr1	171485530	171593511	1q24.3	1q24.3	617373	"PRRC2C, KIAA1096"	PRRC2C	23215	
chr1	171635417	171652688	1q24.3-q25.2	1q24.3	601652	"MYOC, TIGR, GLC1A, JOAG, GPOA"	MYOC	4653	"Glaucoma 1A, primary open angle, 137750 (3), Autosomal dominant"
chr1	171700160	171742065	1q24-q25	1q24.3	606909	VAMP24	VAMP4	8674	
chr1	171781660	171797716	1q24.3	1q24.3	617987	"EEF1AKNMT, METTL13, FEAT, KIAA0859, DFNB26M"	METTL13	51603	"{?Deafness, autosomal recessive 26, modifier of}, 605429 (3), Autosomal dominant"
chr1	171841498	172418466	1q24.3	1q24.3	611445	"DNM3, KIAA0820"	DNM3	26052	
chr1	172138798	172138907	1q24.3	1q24.3	610721	"MIR214, MIRN214"	MIR214	406996	
chr1	172138808	172138888	1q24.3	1q24.3	614722	MIR3120	MIR3120	100422882	
chr1	172144535	172144644	1q24.3	1q24.3	610720	"MIR199A2, MIRN199A2"	MIR199A2	406977	
chr1	172441457	172444069	1q23-q25	1q24.3	601730	"PIGC, GPI2, GPIBD16, MRT62"	PIGC	5279	"Glycosylphosphatidylinositol biosynthesis defect 16, 617816 (3), Autosomal recessive"
chr1	172532349	172611833	1q24	1q24.3	619434	"SUCO, C1orf9"	SUCO	51430	
chr1	172659103	172666876	1q23	1q24.3	134638	"FASLG, TNFSF6, APT1LG1, FASL, ALPS1B"	FASLG	356	"Autoimmune lymphoproliferative syndrome, type IB, 601859 (3), Autosomal dominant; {Lung cancer, susceptibility to}, 211980 (3), Autosomal dominant, Somatic mutation"
chr1	173000001	185800000	1q25		611154	AD14		100188754	"{Alzheimer disease-14}, 611154 (2)"
chr1	173000001	185800000	1q25		608526	PDON2		406237	"Periodontitis, aggressive, 2, 608526 (2)"
chr1	173000001	185800000	1q25		611013	RGSL2			
chr1	173039202	173050941	1q23	1q25.1	603898	"TNFSF18, AITRL, GITRL"	TNFSF18	8995	
chr1	173172870	173450733	1q25	1q25.1	603594	"TNFSF4, GP34, OX4OL"	TNFSF4	7292	"{Myocardial infarction, susceptibility to}, 608446 (3)"
chr1	173477335	173488815	1q25.1	1q25.1	602316	PRDX6	PRDX6	9588	
chr1	173608336	173715185	1q25.1	1q25.1	618712	ANKRD45	ANKRD45	339416	
chr1	173714981	173786692	1q25.1	1q25.1	617679	"KLHL20, KLEIP, KLHLX"	KLHL20	27252	
chr1	173799550	173824883	1q25.1	1q25.1	611503	CENPL	CENPL	91687	
chr1	173824673	173858546	1q25.1	1q25.1	610956	"DARS2, ASPRS. LBSL"	DARS2	55157	"Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation, 611105 (3), Autosomal recessive"
chr1	173863899	173868882	1q23.3	1q25.1	608280	GAS5	GAS5	60674	
chr1	173903800	173917327	1q23-q25	1q25.1	107300	"SERPINC1, AT3, AT3D, THPH7"	SERPINC1	462	"Thrombophilia 7 due to antithrombin III deficiency, 613118 (3), Autosomal dominant, Autosomal recessive"
chr1	173931084	174022357	1q25.1	1q25.1	609424	"RC3H1, KIAA2025, IMDSHY"	RC3H1	149041	"?Immune dysregulation and systemic hyperinflammation syndrome, 618998 (3)"
chr1	174159520	174995308	1q25.1	1q25.1	609238	"RABGAP1L, TBC1D18, KIAA0471"	RABGAP1L	9910	
chr1	174447964	174449545	1q24	1q25.1	604106	GPR52	GPR52	9293	
chr1	174999435	175012027	1q24-q25	1q25.1	606186	SIP	CACYBP	27101	
chr1	175012958	175023425	1q23-q25	1q25.1	611978	"MRPS14, COXPD38"	MRPS14	63931	"?Combined oxidative phosphorylation deficiency 38, 618378 (3), Autosomal recessive"
chr1	175067833	175148075	1q25.1	1q25.1	617472	TNN	TNN	63923	
chr1	175156986	175192987	1q25.1	1q25.1	616696	KIAA0040	KIAA0040	9674	
chr1	175315194	175743595	1q24	1q25.1	601995	"TNR, NEDSTO"	TNR	7143	"Neurodevelopmental disorder, nonprogressive, with spasticity and transient opisthotonus, 619653 (3), Autosomal recessive"
chr1	175944831	176207286	1q24.1	1q25.1-q25.2	608067	"RFWD2, COP1"	COP1	64326	
